Report for set: PZ15reconstruct
Processed 74 / 74 models (missing solution for 0 models)
========================================================================================================================
Model                                              Solution                                           Status          Details                       
PZ15reconstruct_Adamiak_6_refined.pdb              PZ15reconstruct_Adamiak_6_solution.pdb             SUCCESS         58.041                        
PZ15reconstruct_Adamiak_7_refined.pdb              PZ15reconstruct_Adamiak_7_solution.pdb             SUCCESS         60.495                        
PZ15reconstruct_Adamiak_8_refined.pdb              PZ15reconstruct_Adamiak_8_solution.pdb             SUCCESS         89.323                        
PZ15reconstruct_Adamiak_9_refined.pdb              PZ15reconstruct_Adamiak_9_solution.pdb             SUCCESS         35.368                        
PZ15reconstruct_Chen_10_refined.pdb                PZ15reconstruct_Chen_10_solution.pdb               SUCCESS         26.34                         
PZ15reconstruct_Chen_1_refined.pdb                 PZ15reconstruct_Chen_1_solution.pdb                SUCCESS         25.402                        
PZ15reconstruct_Chen_2_refined.pdb                 PZ15reconstruct_Chen_2_solution.pdb                SUCCESS         20.815                        
PZ15reconstruct_Chen_3_refined.pdb                 PZ15reconstruct_Chen_3_solution.pdb                SUCCESS         56.792                        
PZ15reconstruct_Chen_4_refined.pdb                 PZ15reconstruct_Chen_4_solution.pdb                SUCCESS         24.779                        
PZ15reconstruct_Chen_5_refined.pdb                 PZ15reconstruct_Chen_5_solution.pdb                SUCCESS         20.313                        
PZ15reconstruct_Chen_6_refined.pdb                 PZ15reconstruct_Chen_6_solution.pdb                SUCCESS         50.734                        
PZ15reconstruct_Chen_7_refined.pdb                 PZ15reconstruct_Chen_7_solution.pdb                SUCCESS         23.997                        
PZ15reconstruct_Chen_8_refined.pdb                 PZ15reconstruct_Chen_8_solution.pdb                SUCCESS         25.912                        
PZ15reconstruct_Chen_9_refined.pdb                 PZ15reconstruct_Chen_9_solution.pdb                SUCCESS         18.415                        
PZ15reconstruct_RNAComposerAS1_1_refined.pdb       PZ15reconstruct_RNAComposerAS1_1_solution.pdb      SUCCESS         66.539                        
PZ15reconstruct_RNAComposerAS1_2_refined.pdb       PZ15reconstruct_RNAComposerAS1_2_solution.pdb      SUCCESS         65.465                        
PZ15reconstruct_RNAComposerAS2_1_refined.pdb       PZ15reconstruct_RNAComposerAS2_1_solution.pdb      SUCCESS         55.352                        
PZ15reconstruct_RNAComposerAS2_2_refined.pdb       PZ15reconstruct_RNAComposerAS2_2_solution.pdb      SUCCESS         49.901                        
PZ15reconstruct_RW3DAS1_10_refined.pdb             PZ15reconstruct_RW3DAS1_10_solution.pdb            SUCCESS         16.511                        
PZ15reconstruct_RW3DAS1_1_refined.pdb              PZ15reconstruct_RW3DAS1_1_solution.pdb             SUCCESS         18.338                        
PZ15reconstruct_RW3DAS1_2_refined.pdb              PZ15reconstruct_RW3DAS1_2_solution.pdb             SUCCESS         19.16                         
PZ15reconstruct_RW3DAS1_3_refined.pdb              PZ15reconstruct_RW3DAS1_3_solution.pdb             SUCCESS         20.316                        
PZ15reconstruct_RW3DAS1_4_refined.pdb              PZ15reconstruct_RW3DAS1_4_solution.pdb             SUCCESS         20.243                        
PZ15reconstruct_RW3DAS1_5_refined.pdb              PZ15reconstruct_RW3DAS1_5_solution.pdb             SUCCESS         19.789                        
PZ15reconstruct_RW3DAS1_6_refined.pdb              PZ15reconstruct_RW3DAS1_6_solution.pdb             SUCCESS         19.818                        
PZ15reconstruct_RW3DAS1_7_refined.pdb              PZ15reconstruct_RW3DAS1_7_solution.pdb             SUCCESS         19.826                        
PZ15reconstruct_RW3DAS1_8_refined.pdb              PZ15reconstruct_RW3DAS1_8_solution.pdb             SUCCESS         17.709                        
PZ15reconstruct_RW3DAS1_9_refined.pdb              PZ15reconstruct_RW3DAS1_9_solution.pdb             SUCCESS         18.542                        
PZ15reconstruct_RW3DAS2_10_refined.pdb             PZ15reconstruct_RW3DAS2_10_solution.pdb            SUCCESS         28.973                        
PZ15reconstruct_RW3DAS2_1_refined.pdb              PZ15reconstruct_RW3DAS2_1_solution.pdb             SUCCESS         26.335                        
PZ15reconstruct_RW3DAS2_2_refined.pdb              PZ15reconstruct_RW3DAS2_2_solution.pdb             SUCCESS         21.135                        
PZ15reconstruct_RW3DAS2_3_refined.pdb              PZ15reconstruct_RW3DAS2_3_solution.pdb             SUCCESS         21.693                        
PZ15reconstruct_RW3DAS2_4_refined.pdb              PZ15reconstruct_RW3DAS2_4_solution.pdb             SUCCESS         25.213                        
PZ15reconstruct_RW3DAS2_5_refined.pdb              PZ15reconstruct_RW3DAS2_5_solution.pdb             SUCCESS         24.966                        
PZ15reconstruct_RW3DAS2_6_refined.pdb              PZ15reconstruct_RW3DAS2_6_solution.pdb             SUCCESS         20.659                        
PZ15reconstruct_RW3DAS2_7_refined.pdb              PZ15reconstruct_RW3DAS2_7_solution.pdb             SUCCESS         19.741                        
PZ15reconstruct_RW3DAS2_8_refined.pdb              PZ15reconstruct_RW3DAS2_8_solution.pdb             SUCCESS         21.79                         
PZ15reconstruct_RW3DAS2_9_refined.pdb              PZ15reconstruct_RW3DAS2_9_solution.pdb             SUCCESS         22.288                        
PZ15reconstruct_SimRNAAS1_10_refined.pdb           PZ15reconstruct_SimRNAAS1_10_solution.pdb          SUCCESS         20.328                        
PZ15reconstruct_SimRNAAS1_1_refined.pdb            PZ15reconstruct_SimRNAAS1_1_solution.pdb           SUCCESS         48.442                        
PZ15reconstruct_SimRNAAS1_2_refined.pdb            PZ15reconstruct_SimRNAAS1_2_solution.pdb           SUCCESS         8.787                         
PZ15reconstruct_SimRNAAS1_3_refined.pdb            PZ15reconstruct_SimRNAAS1_3_solution.pdb           SUCCESS         14.224                        
PZ15reconstruct_SimRNAAS1_4_refined.pdb            PZ15reconstruct_SimRNAAS1_4_solution.pdb           SUCCESS         5.67                          
PZ15reconstruct_SimRNAAS1_5_refined.pdb            PZ15reconstruct_SimRNAAS1_5_solution.pdb           SUCCESS         8.515                         
PZ15reconstruct_SimRNAAS1_6_refined.pdb            PZ15reconstruct_SimRNAAS1_6_solution.pdb           SUCCESS         13.561                        
PZ15reconstruct_SimRNAAS1_7_refined.pdb            PZ15reconstruct_SimRNAAS1_7_solution.pdb           SUCCESS         24.739                        
PZ15reconstruct_SimRNAAS1_8_refined.pdb            PZ15reconstruct_SimRNAAS1_8_solution.pdb           SUCCESS         17.845                        
PZ15reconstruct_SimRNAAS1_9_refined.pdb            PZ15reconstruct_SimRNAAS1_9_solution.pdb           SUCCESS         19.245                        
PZ15reconstruct_SimRNAAS2_10_refined.pdb           PZ15reconstruct_SimRNAAS2_10_solution.pdb          SUCCESS         21.886                        
PZ15reconstruct_SimRNAAS2_1_refined.pdb            PZ15reconstruct_SimRNAAS2_1_solution.pdb           SUCCESS         26.74                         
PZ15reconstruct_SimRNAAS2_2_refined.pdb            PZ15reconstruct_SimRNAAS2_2_solution.pdb           SUCCESS         24.819                        
PZ15reconstruct_SimRNAAS2_3_refined.pdb            PZ15reconstruct_SimRNAAS2_3_solution.pdb           SUCCESS         21.373                        
PZ15reconstruct_SimRNAAS2_4_refined.pdb            PZ15reconstruct_SimRNAAS2_4_solution.pdb           SUCCESS         31.392                        
PZ15reconstruct_SimRNAAS2_5_refined.pdb            PZ15reconstruct_SimRNAAS2_5_solution.pdb           SUCCESS         23.391                        
PZ15reconstruct_SimRNAAS2_6_refined.pdb            PZ15reconstruct_SimRNAAS2_6_solution.pdb           SUCCESS         17.389                        
PZ15reconstruct_SimRNAAS2_7_refined.pdb            PZ15reconstruct_SimRNAAS2_7_solution.pdb           SUCCESS         29.134                        
PZ15reconstruct_SimRNAAS2_8_refined.pdb            PZ15reconstruct_SimRNAAS2_8_solution.pdb           SUCCESS         17.769                        
PZ15reconstruct_SimRNAAS2_9_refined.pdb            PZ15reconstruct_SimRNAAS2_9_solution.pdb           SUCCESS         29.633                        
