Report for set: PZ16b
Processed 92 / 92 models (missing solution for 0 models)
========================================================================================================================
Model                                              Solution                                           Status          Details                       
PZ16b_RNAComposerAS2_3_refined.pdb                 PZ16b_RNAComposerAS2_3_solution.pdb                SUCCESS         100.0                         
PZ16b_RNAComposerAS2_4_refined.pdb                 PZ16b_RNAComposerAS2_4_solution.pdb                SUCCESS         100.0                         
PZ16b_RNAComposerAS2_5_refined.pdb                 PZ16b_RNAComposerAS2_5_solution.pdb                SUCCESS         100.0                         
PZ16b_RNAComposerAS2_6_refined.pdb                 PZ16b_RNAComposerAS2_6_solution.pdb                SUCCESS         100.0                         
PZ16b_RNAComposerAS2_7_refined.pdb                 PZ16b_RNAComposerAS2_7_solution.pdb                SUCCESS         100.0                         
PZ16b_RNAComposerAS2_8_refined.pdb                 PZ16b_RNAComposerAS2_8_solution.pdb                SUCCESS         100.0                         
PZ16b_RNAComposerAS2_9_refined.pdb                 PZ16b_RNAComposerAS2_9_solution.pdb                SUCCESS         100.0                         
PZ16b_RW3DAS1_10_refined.pdb                       PZ16b_RW3DAS1_10_solution.pdb                      SUCCESS         100.0                         
PZ16b_RW3DAS1_1_refined.pdb                        PZ16b_RW3DAS1_1_solution.pdb                       SUCCESS         100.0                         
PZ16b_RW3DAS1_2_refined.pdb                        PZ16b_RW3DAS1_2_solution.pdb                       SUCCESS         100.0                         
PZ16b_RW3DAS1_3_refined.pdb                        PZ16b_RW3DAS1_3_solution.pdb                       SUCCESS         100.0                         
PZ16b_RW3DAS1_4_refined.pdb                        PZ16b_RW3DAS1_4_solution.pdb                       SUCCESS         100.0                         
PZ16b_RW3DAS1_5_refined.pdb                        PZ16b_RW3DAS1_5_solution.pdb                       SUCCESS         100.0                         
PZ16b_RW3DAS1_6_refined.pdb                        PZ16b_RW3DAS1_6_solution.pdb                       SUCCESS         100.0                         
PZ16b_RW3DAS1_7_refined.pdb                        PZ16b_RW3DAS1_7_solution.pdb                       SUCCESS         100.0                         
PZ16b_RW3DAS1_8_refined.pdb                        PZ16b_RW3DAS1_8_solution.pdb                       SUCCESS         100.0                         
PZ16b_RW3DAS1_9_refined.pdb                        PZ16b_RW3DAS1_9_solution.pdb                       SUCCESS         100.0                         
PZ16b_RW3DAS2_10_refined.pdb                       PZ16b_RW3DAS2_10_solution.pdb                      SUCCESS         100.0                         
PZ16b_RW3DAS2_1_refined.pdb                        PZ16b_RW3DAS2_1_solution.pdb                       SUCCESS         100.0                         
PZ16b_RW3DAS2_2_refined.pdb                        PZ16b_RW3DAS2_2_solution.pdb                       SUCCESS         100.0                         
PZ16b_RW3DAS2_3_refined.pdb                        PZ16b_RW3DAS2_3_solution.pdb                       SUCCESS         100.0                         
PZ16b_RW3DAS2_4_refined.pdb                        PZ16b_RW3DAS2_4_solution.pdb                       SUCCESS         100.0                         
PZ16b_RW3DAS2_5_refined.pdb                        PZ16b_RW3DAS2_5_solution.pdb                       SUCCESS         100.0                         
PZ16b_RW3DAS2_6_refined.pdb                        PZ16b_RW3DAS2_6_solution.pdb                       SUCCESS         100.0                         
PZ16b_RW3DAS2_7_refined.pdb                        PZ16b_RW3DAS2_7_solution.pdb                       SUCCESS         100.0                         
PZ16b_RW3DAS2_8_refined.pdb                        PZ16b_RW3DAS2_8_solution.pdb                       SUCCESS         100.0                         
PZ16b_RW3DAS2_9_refined.pdb                        PZ16b_RW3DAS2_9_solution.pdb                       SUCCESS         100.0                         
PZ16b_simRNAAS1_1_refined.pdb                      PZ16b_simRNAAS1_1_solution.pdb                     SUCCESS         98.865                        
PZ16b_simRNAAS1_2_refined.pdb                      PZ16b_simRNAAS1_2_solution.pdb                     SUCCESS         89.117                        
PZ16b_simRNAAS1_3_refined.pdb                      PZ16b_simRNAAS1_3_solution.pdb                     SUCCESS         98.801                        
PZ16b_simRNAAS2_1_refined.pdb                      PZ16b_simRNAAS2_1_solution.pdb                     SUCCESS         99.443                        
PZ16b_simRNAAS2_2_refined.pdb                      PZ16b_simRNAAS2_2_solution.pdb                     SUCCESS         99.108                        
PZ16b_simRNAAS2_3_refined.pdb                      PZ16b_simRNAAS2_3_solution.pdb                     SUCCESS         52.109                        
PZ16b_simRNAAS2_4_refined.pdb                      PZ16b_simRNAAS2_4_solution.pdb                     SUCCESS         99.515                        
PZ16b_simRNAAS2_5_refined.pdb                      PZ16b_simRNAAS2_5_solution.pdb                     SUCCESS         26.582                        
PZ16b_simRNAAS2_6_refined.pdb                      PZ16b_simRNAAS2_6_solution.pdb                     SUCCESS         98.951                        
PZ16b_simRNAAS2_7_refined.pdb                      PZ16b_simRNAAS2_7_solution.pdb                     SUCCESS         43.395                        
PZ16b_simRNAAS2_8_refined.pdb                      PZ16b_simRNAAS2_8_solution.pdb                     SUCCESS         99.072                        
PZ16b_simRNAAS2_9_refined.pdb                      PZ16b_simRNAAS2_9_solution.pdb                     SUCCESS         41.868                        
PZ16b_Szachniuk_10_refined.pdb                     PZ16b_Szachniuk_10_solution.pdb                    SUCCESS         100.0                         
PZ16b_Szachniuk_1_refined.pdb                      PZ16b_Szachniuk_1_solution.pdb                     SUCCESS         100.0                         
PZ16b_Szachniuk_2_refined.pdb                      PZ16b_Szachniuk_2_solution.pdb                     SUCCESS         100.0                         
PZ16b_Szachniuk_3_refined.pdb                      PZ16b_Szachniuk_3_solution.pdb                     SUCCESS         100.0                         
PZ16b_Szachniuk_4_refined.pdb                      PZ16b_Szachniuk_4_solution.pdb                     SUCCESS         100.0                         
PZ16b_Szachniuk_5_refined.pdb                      PZ16b_Szachniuk_5_solution.pdb                     SUCCESS         100.0                         
PZ16b_Szachniuk_6_refined.pdb                      PZ16b_Szachniuk_6_solution.pdb                     SUCCESS         100.0                         
PZ16b_Szachniuk_7_refined.pdb                      PZ16b_Szachniuk_7_solution.pdb                     SUCCESS         100.0                         
PZ16b_Szachniuk_8_refined.pdb                      PZ16b_Szachniuk_8_solution.pdb                     SUCCESS         100.0                         
PZ16b_Szachniuk_9_refined.pdb                      PZ16b_Szachniuk_9_solution.pdb                     SUCCESS         100.0                         
