Report for set: PZ14Bound
Processed 64 / 64 models (missing solution for 0 models)
========================================================================================================================
Model                                              Solution                                           Status          Details                       
14_DingPostExp_1_refined.pdb                       14_DingPostExp_1_solution.pdb                      SUCCESS         27.286                        
14_DingPostExp_2_refined.pdb                       14_DingPostExp_2_solution.pdb                      SUCCESS         28.764                        
14_DingPostExp_3_refined.pdb                       14_DingPostExp_3_solution.pdb                      SUCCESS         22.145                        
14_DingPostExp_4_refined.pdb                       14_DingPostExp_4_solution.pdb                      SUCCESS         23.918                        
14_DingPostExp_5_refined.pdb                       14_DingPostExp_5_solution.pdb                      SUCCESS         22.084                        
14_DingPostExp_6_refined.pdb                       14_DingPostExp_6_solution.pdb                      SUCCESS         26.224                        
14_DingPostExp_7_refined.pdb                       14_DingPostExp_7_solution.pdb                      SUCCESS         24.403                        
14_DingPostExp_8_refined.pdb                       14_DingPostExp_8_solution.pdb                      SUCCESS         30.029                        
14_DingPostExp_9_refined.pdb                       14_DingPostExp_9_solution.pdb                      SUCCESS         26.429                        
14_DingPreExp_1_refined.pdb                        14_DingPreExp_1_solution.pdb                       SUCCESS         25.684                        
14_DingPreExp_2_refined.pdb                        14_DingPreExp_2_solution.pdb                       SUCCESS         26.268                        
14_DingPreExp_3_refined.pdb                        14_DingPreExp_3_solution.pdb                       SUCCESS         29.403                        
14_DingPreExp_4_refined.pdb                        14_DingPreExp_4_solution.pdb                       SUCCESS         23.937                        
14_DingPreExp_5_refined.pdb                        14_DingPreExp_5_solution.pdb                       SUCCESS         24.38                         
14_DingPreExp_6_refined.pdb                        14_DingPreExp_6_solution.pdb                       SUCCESS         22.229                        
14_DingPreExp_7_refined.pdb                        14_DingPreExp_7_solution.pdb                       SUCCESS         24.627                        
14_DingPreExp_8_refined.pdb                        14_DingPreExp_8_solution.pdb                       SUCCESS         20.735                        
