Report for set: PZ27tBox
Processed 67 / 67 models (missing solution for 0 models)
========================================================================================================================
Model                                              Solution                                           Status          Details                       
PZ27tBox_iFoldRNA_5_refined.pdb                    PZ27tBox_iFoldRNA_5_solution.pdb                   SUCCESS         8.696                         
PZ27tBox_RNAComposer_1_refined.pdb                 PZ27tBox_RNAComposer_1_solution.pdb                SUCCESS         33.425                        
PZ27tBox_RNAComposer_2_refined.pdb                 PZ27tBox_RNAComposer_2_solution.pdb                SUCCESS         24.11                         
PZ27tBox_RNAComposer_3_refined.pdb                 PZ27tBox_RNAComposer_3_solution.pdb                SUCCESS         34.055                        
PZ27tBox_RNAComposer_4_refined.pdb                 PZ27tBox_RNAComposer_4_solution.pdb                SUCCESS         39.873                        
PZ27tBox_RNAComposer_5_refined.pdb                 PZ27tBox_RNAComposer_5_solution.pdb                SUCCESS         31.417                        
PZ27tBox_SimRNA_1_refined.pdb                      PZ27tBox_SimRNA_1_solution.pdb                     SUCCESS         7.465                         
PZ27tBox_SimRNA_2_refined.pdb                      PZ27tBox_SimRNA_2_solution.pdb                     SUCCESS         8.634                         
PZ27tBox_SimRNA_3_refined.pdb                      PZ27tBox_SimRNA_3_solution.pdb                     SUCCESS         8.443                         
PZ27tBox_SimRNA_4_refined.pdb                      PZ27tBox_SimRNA_4_solution.pdb                     SUCCESS         7.786                         
PZ27tBox_SimRNA_5_refined.pdb                      PZ27tBox_SimRNA_5_solution.pdb                     SUCCESS         8.514                         
PZ27tBox_TFN_10_refined.pdb                        PZ27tBox_TFN_10_solution.pdb                       SUCCESS         64.05                         
PZ27tBox_TFN_1_refined.pdb                         PZ27tBox_TFN_1_solution.pdb                        SUCCESS         55.08                         
PZ27tBox_TFN_2_refined.pdb                         PZ27tBox_TFN_2_solution.pdb                        SUCCESS         67.808                        
PZ27tBox_TFN_3_refined.pdb                         PZ27tBox_TFN_3_solution.pdb                        SUCCESS         54.846                        
PZ27tBox_TFN_4_refined.pdb                         PZ27tBox_TFN_4_solution.pdb                        SUCCESS         64.273                        
PZ27tBox_TFN_5_refined.pdb                         PZ27tBox_TFN_5_solution.pdb                        SUCCESS         60.506                        
PZ27tBox_TFN_6_refined.pdb                         PZ27tBox_TFN_6_solution.pdb                        SUCCESS         49.146                        
PZ27tBox_TFN_7_refined.pdb                         PZ27tBox_TFN_7_solution.pdb                        SUCCESS         62.15                         
PZ27tBox_TFN_8_refined.pdb                         PZ27tBox_TFN_8_solution.pdb                        SUCCESS         63.585                        
PZ27tBox_TFN_9_refined.pdb                         PZ27tBox_TFN_9_solution.pdb                        SUCCESS         64.814                        
PZ27tBox_Xiao_1_refined.pdb                        PZ27tBox_Xiao_1_solution.pdb                       SUCCESS         9.177                         
PZ27tBox_Xiao_2_refined.pdb                        PZ27tBox_Xiao_2_solution.pdb                       SUCCESS         9.163                         
PZ27tBox_Xiao_3_refined.pdb                        PZ27tBox_Xiao_3_solution.pdb                       SUCCESS         9.018                         
PZ27tBox_Xiao_4_refined.pdb                        PZ27tBox_Xiao_4_solution.pdb                       SUCCESS         15.181                        
PZ27tBox_Xiao_5_refined.pdb                        PZ27tBox_Xiao_5_solution.pdb                       SUCCESS         15.394                        
