Report for set: PZ35
Processed 51 / 51 models (missing solution for 0 models)
========================================================================================================================
Model                                              Solution                                           Status          Details                       
PZ35_Ding_2_refined.pdb                            PZ35_Ding_2_solution.pdb                           SUCCESS         16.713                        
PZ35_Ding_3_refined.pdb                            PZ35_Ding_3_solution.pdb                           SUCCESS         18.232                        
PZ35_Ding_4_refined.pdb                            PZ35_Ding_4_solution.pdb                           SUCCESS         12.574                        
PZ35_Ding_5_refined.pdb                            PZ35_Ding_5_solution.pdb                           SUCCESS         13.887                        
PZ35_Ding_6_refined.pdb                            PZ35_Ding_6_solution.pdb                           SUCCESS         14.141                        
PZ35_Ding_7_refined.pdb                            PZ35_Ding_7_solution.pdb                           SUCCESS         15.593                        
PZ35_Dokholyan_1_refined.pdb                       PZ35_Dokholyan_1_solution.pdb                      SUCCESS         12.474                        
PZ35_Dokholyan_2_refined.pdb                       PZ35_Dokholyan_2_solution.pdb                      SUCCESS         11.161                        
PZ35_Nithin_1_refined.pdb                          PZ35_Nithin_1_solution.pdb                         SUCCESS         21.993                        
PZ35_Nithin_2_refined.pdb                          PZ35_Nithin_2_solution.pdb                         SUCCESS         20.96                         
PZ35_Nithin_3_refined.pdb                          PZ35_Nithin_3_solution.pdb                         SUCCESS         22.811                        
PZ35_Nithin_4_refined.pdb                          PZ35_Nithin_4_solution.pdb                         SUCCESS         20.943                        
PZ35_Nithin_5_refined.pdb                          PZ35_Nithin_5_solution.pdb                         SUCCESS         25.015                        
PZ35_RNAComposer_1_refined.pdb                     PZ35_RNAComposer_1_solution.pdb                    SUCCESS         18.539                        
PZ35_RNAComposer_2_refined.pdb                     PZ35_RNAComposer_2_solution.pdb                    SUCCESS         15.328                        
PZ35_RNAComposer_3_refined.pdb                     PZ35_RNAComposer_3_solution.pdb                    SUCCESS         20.12                         
PZ35_RNAComposer_4_refined.pdb                     PZ35_RNAComposer_4_solution.pdb                    SUCCESS         19.43                         
PZ35_RNAComposer_5_refined.pdb                     PZ35_RNAComposer_5_solution.pdb                    SUCCESS         18.201                        
PZ35_SimRNA_1_refined.pdb                          PZ35_SimRNA_1_solution.pdb                         SUCCESS         35.059                        
PZ35_SimRNA_2_refined.pdb                          PZ35_SimRNA_2_solution.pdb                         SUCCESS         37.377                        
PZ35_SimRNA_3_refined.pdb                          PZ35_SimRNA_3_solution.pdb                         SUCCESS         35.006                        
PZ35_SimRNA_4_refined.pdb                          PZ35_SimRNA_4_solution.pdb                         SUCCESS         39.415                        
PZ35_SimRNA_5_refined.pdb                          PZ35_SimRNA_5_solution.pdb                         SUCCESS         44.707                        
PZ35_Szachniuk_1_refined.pdb                       PZ35_Szachniuk_1_solution.pdb                      SUCCESS         20.924                        
PZ35_Szachniuk_2_refined.pdb                       PZ35_Szachniuk_2_solution.pdb                      SUCCESS         20.133                        
PZ35_Szachniuk_3_refined.pdb                       PZ35_Szachniuk_3_solution.pdb                      SUCCESS         27.131                        
PZ35_Szachniuk_4_refined.pdb                       PZ35_Szachniuk_4_solution.pdb                      SUCCESS         33.923                        
